"trip_time_in_secs","trip_distance","count"
1306,5,5
1206,3,14
1361,2,10
1499,2,3
1035,3,15
1199,3,22
995,6,6
601,0,4
1353,6,9
759,4,15
8,0,33
420,2,1688
31,0,13
1161,5,10
1252,6,3
973,4,12
1049,5,6
1023,6,6
902,4,11
920,1,16
1190,4,14
606,4,7
2880,16,12
835,3,19
1008,6,5
1054,4,9
1248,5,9
920,3,22
38,0,26
899,5,9
845,6,7
1096,1,5
831,3,24
857,4,8
980,5,7
989,5,12
908,5,9
578,0,12
1064,5,6
1326,3,6
1066,6,6
949,5,8
614,4,9
1497,5,7
1088,4,7
625,3,21
457,3,9
1062,6,12
1334,7,7
1424,9,3
1158,8,5
1276,3,10
783,5,8
747,4,17
912,6,8
834,1,25
635,4,9
332,2,12
341,2,5
1001,7,3
559,0,18
1561,9,4
777,3,25
346,2,19
599,0,14
219,1,52
633,0,9
1162,4,11
1247,2,8
1112,6,9
1104,5,7
1170,3,10
1225,4,11
1519,4,5
1169,3,14
1341,3,8
1156,3,18
868,5,6
1440,8,104
1219,10,4
1428,7,4
1369,4,7
1592,3,4
1284,4,7
1567,10,7
1318,2,9
685,4,5
706,5,3
1444,5,5
1099,1,6
1309,6,5
1325,3,9
856,3,22
1383,3,6
1115,6,7
1073,3,15
1300,2,8
1550,6,3
563,0,17
1173,4,11
1165,4,5
934,6,5
1597,5,6
1637,10,6
1440,2,145
1680,3,100
1395,4,7
1561,3,7
1168,4,9
1403,9,5
10,0,12
1100,3,15
1206,4,6
842,4,19
1344,4,6
1062,3,14
1219,8,3
319,2,5
1521,3,7
1487,10,6
1377,4,8
1372,9,3
536,0,17
1620,17,50
1211,3,17
1206,6,7
884,1,16
1295,2,5
659,4,6
1057,7,8
1569,9,3
752,3,31
1360,4,6
946,4,15
1432,5,6
1415,4,9
486,3,11
1469,3,8
1104,6,7
987,1,11
1011,7,9
753,3,33
1257,4,11
943,5,9
935,4,7
849,3,23
799,5,5
806,3,23
1370,4,9
1289,4,9
880,9,4
1044,4,8
1177,4,9
1255,9,7
641,4,7
804,4,15
919,4,18
655,4,5
921,3,19
474,3,8
1042,3,19
1114,1,4
920,4,10
1228,2,5
2100,14,17
1389,3,4
1557,10,6
1241,10,7
1185,2,9
1164,2,12
772,4,11
1068,5,8
602,0,15
76,0,26
1173,2,17
1412,9,5
1005,4,13
1042,4,9
849,1,22
726,0,11
736,5,6
474,0,26
466,3,6
1123,6,7
458,3,7
1307,6,5
1030,4,7
1241,4,7
1194,5,9
645,4,7
845,4,7
1249,2,8
1320,9,180
1450,9,4
779,5,6
212,1,42
795,3,22
1103,3,16
1480,7,8
1172,2,15
929,5,9
1098,5,6
1173,3,8
75,0,43
681,4,8
1316,4,9
629,0,10
40,0,28
1063,5,9
1620,20,7
1048,3,14
1097,9,7
587,0,14
1505,4,5
1142,5,13
849,4,5
1194,7,3
719,5,6
783,0,4
913,5,3
1085,5,8
1091,4,10
1140,9,177
1143,1,6
1274,4,8
1032,1,11
1530,5,7
1308,3,11
1335,3,4
1093,4,4
1248,4,7
1207,4,8
1118,2,12
1109,5,8
1045,4,9
142,1,6
670,3,17
1493,3,4
654,0,8
1516,5,3
991,1,9
964,1,11
1057,6,6
1112,7,6
1030,5,8
992,3,26
1466,3,4
868,3,16
872,4,7
913,6,7
55,0,16
1167,6,9
860,5,11
552,0,18
1403,3,7
28,0,19
1359,3,12
990,1,9
1290,6,7
947,4,13
1560,7,84
2160,5,21
1109,2,10
999,6,8
860,2,45
782,4,12
743,3,28
864,5,12
1071,4,13
1086,2,12
1100,5,6
866,5,10
926,5,8
660,0,522
1080,4,694
1020,8,187
1181,3,16
588,0,18
1278,7,5
151,1,16
1154,3,14
509,3,6
1066,4,11
807,4,11
165,1,16
549,3,14
1011,4,13
937,2,32
1056,5,6
979,3,13
934,5,7
1382,5,3
900,3,1485
533,3,9
1182,3,13
1783,5,4
650,0,15
1217,2,8
1280,5,3
1048,6,7
1141,3,12
1569,11,3
1356,3,8
1249,3,5
984,5,10
1315,2,6
1281,5,9
660,3,1238
1315,6,6
1161,3,4
1279,2,6
906,1,16
1326,7,4
625,4,7
729,4,10
818,5,3
740,3,31
1251,9,5
785,4,11
939,5,11
1040,5,8
920,6,6
968,4,11
1203,1,6
1340,2,8
314,2,7
2220,6,16
649,4,5
953,5,4
1129,5,12
840,0,189
1098,3,18
716,3,23
1061,4,13
1147,5,13
1343,3,7
809,4,7
18,0,17
1431,3,3
1198,9,4
1798,4,3
1380,7,135
510,3,7
856,5,6
1223,5,8
164,1,12
180,1,1139
1351,7,3
1322,3,9
1359,6,5
1429,3,11
1087,3,15
656,5,5
2020,10,3
1275,5,6
1058,8,5
1441,3,8
861,5,9
1231,3,11
1353,4,8
1070,4,14
1117,4,13
1038,1,8
624,0,5
1085,6,9
936,4,9
1377,2,5
1038,5,7
1074,5,8
912,4,12
948,4,9
1078,4,11
1320,4,418
1075,5,17
1058,4,13
1380,9,173
1312,4,4
1015,6,4
1017,1,8
966,1,10
1040,4,15
1251,4,11
1182,4,8
569,0,16
723,0,3
1364,7,5
643,0,10
914,1,17
1061,8,8
803,3,20
1184,5,3
847,4,14
1014,1,10
1082,5,11
1460,5,6
1037,2,16
1189,9,6
1238,4,11
1537,3,8
1181,5,9
638,4,6
1363,4,5
1293,6,6
1080,3,1144
1086,5,6
1366,4,7
1980,17,44
1171,5,3
1090,5,7
1210,4,5
1355,3,6
1071,3,17
982,6,3
1283,9,4
1307,4,4
950,6,7
1199,6,8
937,1,13
1261,4,9
1009,5,8
1084,4,18
1033,4,4
1287,7,3
1368,5,3
1035,4,8
1470,3,8
1045,6,7
1330,5,7
1052,9,3
1397,8,7
1500,8,90
1434,6,7
992,5,7
594,0,7
1383,10,5
1389,4,8
511,3,8
1003,1,8
1191,7,5
1105,4,13
1292,4,6
561,3,13
1039,4,14
946,6,11
942,5,9
1471,5,4
1179,4,6
1366,5,10
784,4,8
1368,4,8
786,4,7
912,1,16
1205,4,15
663,4,4
970,5,10
1120,2,9
475,3,8
1425,5,5
1067,4,5
1608,4,5
1204,6,3
17,0,18
1078,1,6
838,5,4
837,4,16
840,7,148
442,3,6
1058,1,5
1140,6,296
1410,3,6
1010,4,11
1333,4,7
1142,6,9
2580,20,12
1434,4,3
532,3,7
817,4,6
1192,4,9
1322,4,7
795,6,3
1026,4,17
1117,5,10
888,4,15
835,1,25
1193,2,13
2520,8,7
1459,3,5
1112,4,17
1620,9,90
1037,3,17
1095,5,7
7,0,22
480,4,72
1649,7,6
979,4,8
932,5,5
1075,4,11
957,4,12
1278,5,9
1409,4,7
1381,5,4
1066,3,13
1277,5,5
1317,3,8
1411,4,9
918,5,10
1301,5,9
876,4,12
1296,5,8
1345,3,4
835,5,7
745,0,6
1391,3,6
1003,6,6
1195,6,4
1356,6,4
616,0,9
1107,1,7
1265,4,17
851,4,14
1220,3,8
1190,3,16
1287,4,5
478,3,10
781,6,6
1494,4,6
480,3,386
1171,3,12
543,0,19
1423,5,3
1523,3,6
1348,4,6
1450,4,3
1099,5,4
985,7,7
555,0,5
1213,4,10
1139,2,12
1228,4,14
1223,3,13
482,3,5
503,3,12
554,3,11
1121,9,3
1538,10,7
273,2,4
678,4,6
912,5,4
1086,3,14
310,2,6
854,5,4
574,0,15
1124,5,9
1346,4,7
1433,3,6
889,5,11
1358,9,3
1069,4,13
755,4,7
1071,5,9
757,5,8
1321,3,11
1504,5,3
694,5,5
1087,4,8
1200,6,255
561,0,13
737,4,12
1267,5,5
2103,16,3
867,8,4
1369,6,5
1261,3,6
1383,6,5
531,4,6
1248,3,11
1307,3,8
676,4,6
1045,5,9
120,1,161
650,4,10
1683,3,3
1263,4,10
961,6,7
1366,8,5
1431,4,5
928,5,8
587,3,15
661,4,10
806,4,11
720,0,351
1274,5,10
751,4,10
924,5,8
1156,4,8
755,5,9
854,6,6
1186,6,5
894,6,7
740,4,14
1041,4,9
1297,4,10
924,1,8
1287,5,6
1489,6,7
1245,6,7
1043,4,8
1072,5,8
1083,4,9
727,4,8
1114,8,4
1372,2,5
1771,10,5
1014,4,9
1094,4,9
1173,5,12
1463,4,5
1397,6,5
1479,5,4
1404,7,3
1187,3,17
1151,5,8
1360,3,7
1209,2,10
1362,2,5
996,5,7
437,3,8
1233,5,9
1341,7,3
1649,4,6
1333,3,13
1124,3,11
900,5,411
1310,3,10
1397,3,6
1119,5,9
1177,2,13
1354,2,6
1237,4,7
1595,7,8
1349,3,12
981,6,8
1484,5,5
1604,4,3
1784,10,9
1290,7,3
1338,5,6
1606,3,4
1029,6,10
1418,3,6
960,8,166
1034,1,5
966,4,10
1980,10,54
1097,1,10
1236,3,15
1234,4,6
1740,7,54
976,8,3
640,3,25
1235,4,7
1477,3,5
575,0,13
857,6,7
1451,6,6
580,0,10
933,6,3
1330,6,5
1260,10,126
1127,3,11
1323,3,10
1402,4,11
572,4,5
710,4,11
1046,7,10
1287,6,7
829,5,7
1382,4,12
798,5,7
1149,9,5
1106,7,3
1345,2,3
1391,10,5
1000,5,7
980,7,3
1606,4,7
1177,3,5
1023,5,8
1367,5,8
776,5,4
1298,2,8
1355,2,8
1709,10,3
1320,12,31
1245,9,6
1500,6,150
1546,4,6
1200,9,227
1118,1,7
1178,2,10
1260,4,490
1146,6,3
1128,7,3
888,5,9
1046,4,13
1051,5,10
1226,12,3
1109,3,12
865,6,11
1390,9,4
1291,6,10
1399,3,5
3180,16,8
1088,5,13
1061,7,6
1620,3,127
1477,9,4
1319,4,5
1464,3,6
677,0,3
617,0,8
484,3,6
2400,5,8
1121,4,9
1317,4,5
974,1,9
979,5,10
1603,7,5
1240,5,10
986,6,6
1438,3,5
1296,3,6
1448,5,8
1478,4,10
811,3,24
1328,4,13
1262,3,10
900,9,59
1133,4,9
1024,5,7
1752,4,4
1338,7,3
1433,4,6
1281,6,4
1207,6,3
1018,3,23
1420,4,4
1406,9,6
900,7,129
1153,5,12
1539,3,8
1026,5,5
1415,5,9
791,5,8
1381,2,3
984,6,5
1132,4,10
1173,8,5
1323,4,9
1101,5,8
678,5,6
1007,5,6
1372,3,4
1221,4,9
934,7,4
1110,7,3
1241,2,3
1372,4,7
1227,5,9
1387,2,3
1038,6,8
1379,6,4
1620,18,42
1306,10,5
1068,4,10
1273,1,5
1691,3,5
1333,5,5
1249,4,7
1327,5,11
1051,4,16
834,5,8
1275,2,8
1290,9,6
1203,3,17
1211,5,5
1240,4,10
1480,3,3
1445,6,5
1271,5,3
1478,3,8
1560,11,94
1374,4,6
1011,8,5
1449,2,6
1234,3,6
1472,5,5
323,2,3
864,7,3
1668,6,4
1086,6,8
1474,4,5
1260,2,408
1031,6,8
848,5,4
528,4,4
650,5,4
1080,6,287
1980,16,18
1860,6,54
1620,2,32
1100,4,9
1433,6,4
1200,8,184
1144,4,8
1225,8,4
1612,6,6
2340,6,7
1253,4,5
1058,5,14
1389,5,8
1313,2,5
1266,3,11
1130,6,11
1167,8,6
1443,7,4
1273,4,6
1460,4,5
945,8,7
1282,3,3
1407,8,5
1374,3,8
1252,5,3
1348,2,8
863,5,5
1199,4,9
1126,9,4
1009,4,9
648,0,11
1269,10,4
1203,2,3
828,4,16
1174,6,6
1306,7,3
1664,4,4
1301,6,6
1500,9,143
1088,6,3
1920,11,50
1063,4,10
705,4,7
1051,9,6
1175,4,8
611,0,10
1510,3,5
1359,2,3
989,6,6
1022,1,10
676,3,16
1320,5,296
1141,6,9
1250,4,4
1095,4,10
1292,5,7
1226,2,8
1116,3,11
456,3,6
1316,9,6
1063,10,3
1404,8,4
1211,2,8
1311,3,9
644,0,7
833,5,7
1151,8,3
1082,9,3
1508,16,8
1116,5,9
1260,7,163
1330,15,3
1291,4,5
2040,10,26
1254,5,4
877,5,15
938,5,8
1034,6,5
1201,4,6
1538,5,3
1218,6,4
1800,7,54
750,0,6
600,6,42
1348,6,7
1395,6,7
1103,4,5
1052,5,3
1244,7,4
699,5,6
1455,6,5
1378,5,6
1328,8,5
1253,7,6
1249,6,5
1132,7,3
891,6,8
2492,16,3
1436,5,8
1384,5,7
1219,4,7
2580,17,33
1268,10,6
1227,6,7
1001,5,6
1331,9,9
1006,1,4
1559,4,4
1397,4,11
567,4,3
1294,10,5
1294,9,3
2100,17,39
1151,1,5
1256,2,9
1305,4,6
1208,5,10
1123,2,6
1102,4,6
1153,4,9
1217,9,4
2086,10,3
1558,3,6
1606,10,6
1070,5,12
1292,6,3
1158,6,9
2340,10,17
2160,17,27
730,5,8
1197,8,8
1301,7,4
1368,3,11
1587,10,5
1237,5,5
1340,7,5
1457,4,6
1413,3,7
1115,4,11
1274,7,8
1980,19,20
1863,17,3
1482,6,4
1509,3,6
2400,17,32
1486,3,4
1159,5,6
1308,5,10
1089,8,3
1299,6,7
819,5,6
1354,4,11
1740,5,97
1500,3,247
938,4,13
283,2,4
1080,5,486
1378,3,10
698,0,4
1446,3,6
642,5,4
1008,7,3
1406,10,3
1600,9,3
1127,4,4
1353,5,4
1206,5,8
1062,4,7
1072,4,12
1454,5,5
1676,5,3
618,0,12
1068,9,4
1232,5,5
573,0,12
2400,21,9
281,2,4
2520,16,21
1064,1,9
1237,9,3
1239,5,4
1302,3,5
976,5,5
820,6,4
1300,4,3
827,5,7
607,4,7
1263,6,6
1605,3,3
1680,12,50
646,4,8
738,5,3
1320,13,28
1172,5,8
1308,6,4
866,0,4
1037,8,6
1130,4,8
1205,5,5
1326,5,3
1349,5,7
1006,5,10
933,5,6
1230,5,5
1010,5,7
1105,5,7
1173,7,3
1148,6,3
962,8,3
1080,8,198
686,4,7
918,4,12
1149,5,8
864,8,3
1600,4,10
1964,11,3
961,4,11
1980,14,12
1471,8,6
1380,15,23
1225,5,4
1242,5,9
1047,1,7
339,2,5
1800,18,46
901,6,5
1535,6,4
854,8,6
865,4,6
645,0,6
1256,6,6
147,1,10
917,7,6
1407,5,4
760,4,4
1620,5,136
1086,9,6
1426,6,5
1080,9,154
910,4,7
662,0,6
1120,9,7
809,5,8
787,5,3
1560,12,66
1010,8,3
296,2,3
1140,8,181
1370,9,5
1028,7,7
1351,8,4
1179,9,5
157,1,6
1320,6,204
1423,6,3
1620,4,138
1440,17,33
1200,4,540
1424,5,3
140,1,6
1655,5,3
1150,7,3
1380,6,186
1467,6,4
591,0,4
1034,4,6
318,2,8
642,4,6
2100,12,36
961,5,8
780,7,91
1254,9,5
767,5,4
1385,0,3
1705,5,3
1200,7,160
1017,5,6
948,6,3
1440,4,310
1309,5,5
1282,7,4
1266,4,8
1283,6,4
780,6,169
2280,4,10
1500,7,105
1560,9,104
1140,5,381
858,6,6
1344,8,6
2160,16,27
1500,12,56
1800,21,5
920,5,5
1245,5,5
1523,9,5
2520,17,36
1440,9,159
1299,5,3
492,3,5
1396,5,6
1055,8,4
977,5,3
697,4,4
1260,8,165
1069,8,6
1399,2,8
1373,4,6
1365,2,3
1666,7,3
2040,20,18
1980,18,27
815,5,3
960,7,156
921,5,9
636,4,3
660,6,80
1140,7,167
360,3,52
468,3,5
1560,5,163
1456,11,3
313,2,7
1341,6,4
1233,7,3
870,5,5
1020,7,180
1560,6,114
1860,17,39
1410,6,9
1197,3,9
1920,17,45
909,5,7
1740,19,33
1011,9,4
981,8,6
1620,14,25
850,7,3
657,0,6
1800,11,71
2220,10,19
1474,3,3
1380,11,81
590,0,12
2340,8,8
1860,12,40
900,11,8
25,0,9
1680,6,76
1157,1,3
1260,9,184
840,6,221
2160,11,28
2340,21,7
839,5,3
1980,6,38
540,5,46
1234,2,4
3180,17,24
564,3,7
1320,10,144
2640,17,37
2040,7,30
1140,1,227
627,0,7
2340,18,22
2100,9,17
1197,9,6
1620,7,94
0,1,4
1080,12,19
1292,2,5
1740,18,51
1627,8,3
240,2,50
1620,11,72
325,2,8
4,2,6
2700,11,6
900,8,132
446,3,6
744,6,6
1140,12,23
1184,7,3
2940,19,11
720,5,243
246,2,3
900,0,128
1503,4,4
1560,4,198
1090,9,3
1020,9,110
1440,6,161
1440,7,140
1260,12,34
1800,20,12
1349,7,6
1440,1,23
1097,10,3
1072,9,3
2400,20,8
1440,16,32
1920,10,64
3240,18,18
1800,9,62
1260,15,16
1920,20,22
900,10,29
2400,6,10
960,11,14
2100,19,15
2040,9,28
1020,11,14
1200,15,14
960,10,36
1080,7,174
1800,4,64
2220,16,23
1080,11,31
1260,11,69
1620,10,97
1260,14,18
600,7,8
2400,4,6
1740,11,68
2520,6,6
2400,8,7
1980,12,33
1380,10,129
1860,8,45
1740,21,9
1740,6,76
1020,6,275
2100,23,3
1320,15,25
1140,11,45
1980,21,7
1680,14,14
2340,5,5
1740,17,69
1500,18,25
1260,0,46
1020,0,95
2160,4,10
1140,15,11
1560,13,26
1800,8,43
2100,8,11
540,4,144
2100,6,28
840,8,111
1380,14,25
1320,17,15
1140,14,11
1740,4,97
2280,10,21
2760,9,7
780,9,24
1680,5,83
2580,9,9
1860,7,49
2160,19,16
960,9,91
1620,8,60
720,8,20
1860,10,67
2340,11,17
1320,8,148
2160,10,26
1440,11,73
1980,13,24
2100,7,16
1320,7,138
2100,5,16
1440,10,134
360,4,11
1680,9,80
2280,6,10
300,3,10
1920,18,28
1680,13,30
2880,19,14
1020,10,53
1260,17,11
1680,7,76
1320,18,7
1680,17,50
1500,14,21
1260,13,13
1980,11,54
420,4,31
2160,6,22
1920,3,21
1380,17,21
1440,12,53
2520,5,8
1800,17,31
1740,10,95
1740,9,72
1440,18,22
1920,8,39
2340,14,9
1740,15,22
1680,16,28
2100,4,20
2100,15,19
1380,12,45
1620,15,17
1800,5,53
1200,11,65
2700,12,7
1680,15,20
780,10,6
1380,13,27
1620,6,98
660,7,20
1920,1,8
960,12,7
1680,19,20
1620,19,23
540,6,11
1200,12,26
1860,20,17
1320,1,59
2040,12,33
2220,15,18
1740,20,15
1800,16,23
1260,16,9
1560,17,47
1980,7,31
1680,10,67
1680,18,31
1920,19,20
1440,15,25
1080,10,98
1500,2,83
2400,7,8
1380,18,12
3300,18,13
2520,18,19
2160,12,30
2880,17,25
1920,7,29
1860,19,23
2220,7,14
1860,13,22
3180,18,19
2040,4,17
2100,18,32
1860,14,14
1500,13,29
1980,20,17
3300,12,3
1740,13,27
1560,18,23
1800,3,50
1800,12,59
3060,17,18
1800,19,23
720,7,62
1320,0,28
1920,21,9
3240,17,17
1740,16,19
1920,4,42
2220,8,20
960,0,87
2280,3,8
2280,5,12
2940,11,6
2100,11,45
1440,19,8
1680,20,8
1200,14,14
2220,11,25
2040,15,11
1860,16,19
1740,8,49
2040,14,15
2700,18,28
1920,16,18
2220,21,4
480,5,16
1620,12,49
1200,1,129
1620,16,18
1440,13,25
2400,10,12
2340,4,8
1200,0,34
1020,12,9
1860,18,38
1500,11,86
2460,17,33
1380,16,31
2100,16,19
2640,15,6
2820,11,9
1920,6,37
2400,15,14
2280,15,13
2160,9,16
2160,8,22
1500,19,11
2700,9,5
2040,6,20
660,8,9
1800,15,18
2400,9,8
1860,5,54
1740,12,52
2940,17,32
3060,14,7
1920,13,21
2460,12,10
3060,20,6
2760,11,7
1860,11,61
2580,21,6
1920,14,21
1140,13,14
2580,11,18
1980,4,38
2040,11,45
2040,21,11
2040,5,27
2220,17,25
2280,8,12
2100,13,12
2460,7,10
2340,13,9
2280,7,17
2040,17,35
2880,20,9
840,11,5
2460,14,12
1260,1,72
2700,20,5
2280,18,28
1560,14,13
2220,18,25
1620,13,32
2280,13,10
2460,13,8
2520,12,14
1320,16,17
2220,9,15
2100,20,11
2640,11,8
1560,15,18
2340,7,13
2520,14,13
2700,6,3
3120,20,13
1920,9,38
1860,21,6
1080,0,57
1560,1,23
2820,21,12
2640,16,14
2640,20,9
1380,2,183
2580,14,7
1980,9,40
2400,12,14
2820,19,17
1680,1,7
1500,1,20
3600,17,8
2760,18,21
2460,9,6
1620,1,8
2280,9,13
2700,17,34
3060,18,18
2940,13,6
2220,14,6
1560,19,10
1860,1,9
2760,17,27
1560,2,63
3300,17,17
2640,18,18
2040,13,14
2160,13,10
1980,15,8
2460,5,4
2580,19,11
2820,20,7
2160,18,23
3420,18,9
2220,4,7
2640,9,9
420,5,8
2580,16,14
1680,2,18
2160,3,5
1620,0,11
3000,18,21
2700,16,17
2460,18,24
3540,18,10
3480,17,5
2940,18,21
2580,6,4
2220,12,25
1380,0,17
2220,19,14
840,10,14
2340,19,20
2340,15,15
1800,13,30
3360,17,10
1680,8,64
2760,19,14
2580,13,8
2520,20,14
2400,16,20
2760,16,14
2520,15,5
2880,18,18
3120,17,18
3060,15,7
3060,11,7
3240,23,5
3000,16,11
1740,0,5
3360,18,15
2400,11,16
2520,19,13
2580,12,12
2280,19,14
2040,16,24
2220,13,17
2040,18,34
1920,15,15
1800,14,15
2280,16,17
2640,13,8
2280,14,10
2160,14,15
2280,11,17
3240,16,15
2760,14,4
2220,20,7
2400,18,23
1740,14,14
2820,18,23
3840,18,8
2460,20,7
2040,19,14
1320,14,18
1200,13,12
2280,20,10
1560,0,10
2400,14,11
1980,3,9
1860,3,24
3600,18,9
3120,18,15
2700,19,16
2280,12,23
2700,13,7
2460,19,16
900,12,7
2100,3,10
1800,1,8
1800,2,10
3660,17,8
2400,19,12
2400,13,16
2280,17,35
2220,5,9
2340,16,22
2760,8,6
2820,17,30
3540,15,3
2160,15,21
1680,0,6
1800,0,9
2100,21,7
1500,0,18
3360,19,6
3540,17,8
2640,10,10
1860,15,10
2040,3,3
2280,1,6
3660,22,3
3780,17,4
2280,21,3
3060,16,16
2580,15,7
1440,0,16
2160,20,13
1860,2,7
2460,16,16
1740,1,7
3900,19,5
3780,18,7
3300,16,14
2340,17,35
3480,18,8
2940,16,16
2580,18,18
3060,22,3
3120,19,13
2520,9,8
3000,19,14
3240,20,14
1440,14,9
2100,1,3
2160,22,5
3360,16,5
2760,13,7
2640,12,5
3120,16,7
2760,20,9
2460,11,8
3420,17,7
3000,17,19
3300,21,7
2940,20,9
2820,16,11
3180,20,5
1560,20,9
2040,0,3
3480,20,7
3180,19,7
3420,16,3
3180,21,3
2880,15,6
3240,19,7
3300,20,5
3060,19,14
2340,20,5
3540,20,3
2940,15,4
3720,17,4
3420,20,3
2640,6,3
1430,3,3
884,0,3
